alias_id,college_id,alias_name,alias_normalized,authority,year,source_id,notes
464,1291,SRI LALITHAMBIGAI MEDICAL COLLEGE & HOSPITAL,sri lalithambigai medical college and hospital,MCC,,,
465,841,"JSS Dental College, Mysuru",jss dental college,MCC,,,
466,86,"Atal Bihari Vajpayee Institute of Medical Sciences & DR RML HOSPITAL, NEW DELHI",atal bihari vajpayee institute of medical sciences and doctor rml hospital,MCC,,,
467,1015,"Meenakshi Medical College Hospital and Research Institute, ChennaiMeenakshi Medical College Hospital and Research Institute, Chennai",meenakshi medical college hospital and research institute chennaimeenakshi medical college hospital and research institute,MCC,,,
468,1361,"THOOTHUKUDI MEDICAL COLLEGE,THOOTH UKUDI",thoothukudi medical college,MCC,,,
469,724,"GOVT.MEDICAL COLLEGE,THIRUVA NANTHAPURAM",governmentmedical college,MCC,,,
470,209,"COIMBATORE MEDICAL COLLEGE,COIMBAT ORE",coimbatore medical college,MCC,,,
471,791,"INST OF PG MED EDU & RESEARCH,KOLKAT A",institute of pg medical edu and research,MCC,,,
472,471,"GOVT. MEDICAL COLLEGE,TIRUNEL VELI",government medical college,MCC,,,
473,167,"BURDWAN MEDICAL COLLEGE,BURDWA N",burdwan medical college,MCC,,,
474,877,"KANYAKUMARI GOVT. MED. COLL.,ASARIPALLA M",kanyakumari government medical college,MCC,,,
475,187,"CHENGALPATTU MEDICAL COLL,CHENGALPAT TU",chengalpattu medical college,MCC,,,
476,712,"GOVT. MOHAN KUMARAMANGALA M M.C.,SALEM",government mohan kumaramangala m m c,MCC,,,
477,931,"M.G.M. MEDICAL COLLEGE,JAMSHED PUR",m g m medical college,MCC,,,
478,847,"K.A.P. VISWANATHAM G.M.C.,TIRUCHIRAP ALLI",k a p viswanatham g m c,MCC,,,
479,471,"GOVT. MEDICAL COLLEGE,AURANG ABAD",government medical college,MCC,,,
480,19,"AGARTALA GOVT. MEDICAL COLLEGE,AGARTAL A",agartala government medical college,MCC,,,
481,1071,"NORTH BENGAL MED.COLL,DARJEE LING",north bengal medicalcoll,MCC,,,
482,363,"GHARWALE GOVT.MED SCI &RESEARCH,SRINA GAR",gharwale governmentmed science &research,MCC,,,
483,1225,"SH VASANT RAO NAIK GOVT.M.C.,YAVATM AL",sh vasant rao naik governmentm c,MCC,,,
484,960,"MAHARSHI DEVRAHA BABA AUTONOMOUS STA TE. MEDICAL COLLEGE, DEORIA",maharshi devraha baba autonomous sta te medical college,MCC,,,
485,423,"GOVT. DENTAL COLLEGE & HOSP.,AURANGABA D",government dental college and hospital,MCC,,,
486,1066,"NORTH BENGAL DENT.COLL,SUSHR UTNAGAR",north bengal dent college,MCC,,,
487,1176,"S.C.B. MEDICAL COLL(DENTAL),CUT TACK",s c b medical college dental,MCC,,,
488,800,"Jagadguru Gangadhar Mahaswamigalu Moor usavirmath Medical College, Hubballi",jagadguru gangadhar mahaswamigalu moor usavirmath medical college,MCC,,,
489,339,"Faculty of Dentistry, Jamia Millia Islamia, New Delhi,Faculty of Dentistry Jamia Millia Islamia A Central University Maulana Mohammad Ali Jauhar Marg, Delhi (NCT), 110025",faculty of dentistry jamia millia islamia new delhi faculty of dentistry jamia millia islamia a central university maulana mohammad ali jauhar marg delhi nct,MCC,,,
490,767,"IMS BHU Dental, Varanasi,Institute of Medical Sciences, Banaras Hindu University, Uttar Pradesh, 221105",ims bhu dental varanasi institute of medical sciences banaras hindu university uttar pradesh,MCC,,,
491,337,"FACULTY OF DEN SCI, KG MED UNIV,LUCKNOW,SHAHMINA ROAD, CHOWK,LUCKNOW, Uttar Pradesh, 226003",faculty of den science kg medical university lucknow shahmina road chowk lucknow uttar pradesh,MCC,,,
492,424,"GOVT. DENTAL COLLEGE & HOSP,AHMEDABAD,NEW CIVIL HOSPITAL CAMPUS, ASARWA, AHMEDABAD, Gujarat, 380016",government dental college and hospital ahmedabad new civil hospital campus asarwa ahmedabad gujarat,MCC,,,
493,280,"Dr. Ziauddin Ahmed Dental College and Hospital,ALIGARH,ALIGARH MUSLIM UNIVERSITY, ALIGARH, Uttar Pradesh, 202002",doctor ziauddin ahmed dental college and hospital aligarh aligarh muslim university aligarh uttar pradesh,MCC,,,
494,442,"GOVT. DENTAL COLLEGE, KOZIKODE,MEDICAL COLLEGE CAMPUS, MEDICAL COLLEGE P.O., KOZHIKODE, Kerala, 673008",government dental college kozikode medical college campus medical college p o kozhikode kerala,MCC,,,
495,268,"DR. R. AHMED DENT.COLL & HOSP,KOLKATA,114 AJC BOSE ROAD",doctor r ahmed dent college and hospital kolkata 114 ajc bose road,MCC,,,
496,1001,"Maulana Azad Institute of Dental Sciences, New Delhi,MAMC Complex, B.S. Zafar Marg, New Delhi, Delhi (NCT), 110002",maulana azad institute of dental sciences new delhi mamc complex b s zafar marg new delhi delhi nct,MCC,,,
