college_id,college_code,college_name,name_normalized,state,city,ownership,counselling,courses,annual_intake,fee_govt_quota,fee_private,nmc_approved,source_id,notes
113,,"Autonomous State Medical College Society , Mirzapur,Piparadarh, Visunderpur, Uttar Pradesh, 231001",autonomous state medical college society mirzapur piparadarh visunderpur uttar pradesh,Uttar Pradesh,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
114,,"Autonomous State Medical College, Sonebhadra,Rounp Rd, Churk,Robertsganj, Sonebhadra, Uttar Pradesh, 231216",autonomous state medical college sonebhadra rounp rd churk robertsganj sonebhadra uttar pradesh,Uttar Pradesh,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
115,,"Autonomous State Medical College, Sultanpur, Uttar Pradesh",autonomous state medical college sultanpur,Uttar Pradesh,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
116,,"Autonomous State Medical College, Sultanpur, Uttar Pradesh,Autonomous State Medical College Dubepur Sultanpur, Uttar Pradesh, 227815",autonomous state medical college sultanpur uttar pradesh autonomous state medical college dubepur sultanpur uttar pradesh,Uttar Pradesh,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
117,,"B.J. Government Medical College, Pune",b j government medical college,Maharashtra,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
118,,"B.J. Government Medical College, Pune,Sassoon Hospital Compound, Near Pune Railway station J.P. Narayan Road, Pune, Maharashtra, 411001",b j government medical college pune sassoon hospital compound near pune railway station j p narayan road pune maharashtra,Maharashtra,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
119,,"B.J. MEDICAL COLLEGE, AHMEDABAD",b j medical college,Gujarat,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
120,,"B.J. MEDICAL COLLEGE, AHMEDABAD,B J Medical College, New Civil Hospital Campus, Asarwa, Ahmedabad 380016, Gujarat, 380016",b j medical college ahmedabad b j medical college new civil hospital campus asarwa ahmedabad gujarat,Gujarat,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
121,,"B.L.D.E University, Bijapur",b l d e university,Unknown,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
122,,"B.L.D.E University, Bijapur,SMT BANGARAMMA SAJJAN CAMPUS B M PATIL ROAD VIJAYAPURA KARNATAKA, Karnataka, 586103",b l d e university bijapur smt bangaramma sajjan campus b m patil road vijayapura karnataka karnataka,Karnataka,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
123,,"B.R.D. MEDICAL COLLEGE, GORAKHPUR",b r d medical college,Unknown,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
124,,"B.R.D. MEDICAL COLLEGE, GORAKHPUR,MAHARAJGAN J ROAD,GORAKHPUR, Uttar Pradesh, 273013",b r d medical college gorakhpur maharajgan j road gorakhpur uttar pradesh,Uttar Pradesh,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
125,,"B.R.D. MEDICAL COLLEGE, GORAKHPUR,MAHARAJGANJ ROAD,GORAKHPUR, Uttar Pradesh, 273013",b r d medical college gorakhpur maharajganj road gorakhpur uttar pradesh,Uttar Pradesh,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
126,,"Baba Kinaram Autonomous State Medical College, Chandauli,Baba kinaram autonomous state Medical college , Naubatpur ,Chandauli, Uttar Pradesh, 232110",baba kinaram autonomous state medical college chandauli baba kinaram autonomous state medical college naubatpur chandauli uttar pradesh,Uttar Pradesh,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
127,,"BAHIRAMJEE JIJIBHAI MEDICAL COLLGE, PUNE",bahiramjee jijibhai medical collge,Maharashtra,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
128,,"BAHIRAMJEE JIJIBHAI MEDICAL COLLGE, PUNE,Sassoon Hospital Compound, Near Pune Railway station J.P. Narayan Road, Pune, Maharashtra, 411001",bahiramjee jijibhai medical collge pune sassoon hospital compound near pune railway station j p narayan road pune maharashtra,Maharashtra,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
129,,"Bangalore Institute of Dental Sciences & Hospital,5/3 Hosur Main Road,Lakkasandra,Bangalore",bangalore institute of dental sciences and hospital 5 3 hosur main road lakkasandra,Karnataka,,government,KEA,,,,,1,,auto-generated from allotment data; needs manual review
130,,"BANGALORE MED. COLLEGE,BANGALORE",bangalore medical college,Karnataka,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
131,,Bangalore Medical College and Research Institute,bangalore medical college and research institute,Karnataka,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
132,,"Bangalore Medical College and Research Institute,K R ROAD FORT BENGALURU, Karnataka, 560002",bangalore medical college and research institute k r road fort bengaluru karnataka,Karnataka,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
133,,"Bangalore Medical College,NO-2, Fort , K R ROAD,Bangalore",bangalore medical college no 2 fort k r road,Karnataka,,government,KEA,,,60100.0,,1,,auto-generated from allotment data; needs manual review
134,,"BANKURA SAMMILANI MED COLL,BANKURA",bankura sammilani medical college,Unknown,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
135,,"BANKURA SAMMILANI MED COLL,BANKURA,Principal, Bankura Sammilani Medical College, Lokepur, PO- Kenduadihi, Bankura, Pin- 722102, West Bengal, 722102",bankura sammilani medical college bankura principal bankura sammilani medical college lokepur po kenduadihi bankura pin west bengal,West Bengal,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
136,,"Bapuji Dental College and Hospital,M C C, B Block,PB No - 326,Davangere",bapuji dental college and hospital m c c b block pb no 326,Karnataka,,government,KEA,,,,,1,,auto-generated from allotment data; needs manual review
137,,"Barasat Government Medical College & Hospital, West Bengal",barasat government medical college and hospital,West Bengal,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
138,,"Barasat Government Medical College & Hospital, West Bengal,80 Jessore Road Banamalipur JL NO 80and Uttorhat JL no 78 Barasat North Twenty Four Parganas 700124, West Bengal, 700124",barasat government medical college and hospital west bengal 80 jessore road banamalipur jl no 80and uttorhat jl no 78 barasat north twenty four parganas west bengal,West Bengal,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
139,,"BELGAUM INST. OF MEDICAL SCI., BELGAUM",belgaum institute of medical science,Karnataka,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
140,,"BELGAUM INST. OF MEDICAL SCI., BELGAUM,DR B R AMBEDKAR ROAD BELAGAVI., Karnataka, 590001",belgaum institute of medical science belgaum doctor b r ambedkar road belagavi karnataka,Karnataka,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
141,,"Belgaum Institute of Medical Sciences,Dr B R Ambedkar Road,Belgaum",belgaum institute of medical sciences doctor b r ambedkar road,Karnataka,,government,KEA,,,60100.0,,1,,auto-generated from allotment data; needs manual review
142,,"BGS Global Institute of Medical Sciences,# 67, BGS Health & Education,City, Uttarahalli Main Road,Kengeri, Bangalore",bgs global institute of medical sciences # 67 bgs health and education city uttarahalli main road kengeri,Karnataka,,government,KEA,,,141446.0,1092852.0,1,,auto-generated from allotment data; needs manual review
143,,"BGS Global Institute of Medical Sciences,# 67, BGS Health & Education,Kengeri, Bangalore",bgs global institute of medical sciences # 67 bgs health and education kengeri,Karnataka,,government,KEA,,,,,1,,auto-generated from allotment data; needs manual review
144,,"BGS Medical College and Hospital(BGS MCH) Nagarur Dasanapura Hobli Banglore North,BANGALORE -562123",bgs medical college and hospital bgs mch nagarur dasanapura hobli banglore north bangalore,Karnataka,,government,KEA,,,,,1,,auto-generated from allotment data; needs manual review
145,,BHAARATH MEDICAL COLLEGE AND HOSPITAL,bhaarath medical college and hospital,Unknown,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
146,,"BHAARATH MEDICAL COLLEGE AND HOSPITAL,173, AGARAM MAIN ROAD , SELAIYUR, TAMBARAM CHENNAI - 600073, Tamil Nadu, 600073",bhaarath medical college and hospital 173 agaram main road selaiyur tambaram chennai tamil nadu,Tamil Nadu,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
147,,"Bharati Vidyapeeth DU Dental College and Hospt., Pune",bharati vidyapeeth du dental college and hospt,Maharashtra,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
148,,"Bharati Vidyapeeth DU Dental College and Hospt., Pune,Bharati Vidyapeeth (Deemed to be University) Dental College and Hospital, Pune, Maharashtra, 411043",bharati vidyapeeth du dental college and hospt pune bharati vidyapeeth deemed to be university dental college and hospital pune maharashtra,Maharashtra,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
149,,Bharati Vidyapeeth DU Medical College,bharati vidyapeeth du medical college,Unknown,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
150,,"Bharati Vidyapeeth DU Medical College,Dhankawadi, Pune-Satara Road, Pune, Maharashtra, 411043",bharati vidyapeeth du medical college dhankawadi pune satara road pune maharashtra,Maharashtra,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
151,,"Bhima Bhoi Medical College and Hospital , Balangir",bhima bhoi medical college and hospital,Unknown,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
152,,"Bhima Bhoi Medical College and Hospital , Balangir,PO - Rajendra College, District- Balangir, Odisha., Odisha, 767002",bhima bhoi medical college and hospital balangir po rajendra college district balangir odisha odisha,Odisha,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
153,,"BIDAR INSTITUTE OF MEDICAL SCI., BIDAR",bidar institute of medical science,Karnataka,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
154,,"BIDAR INSTITUTE OF MEDICAL SCI., BIDAR,BIDAR INSTITUTE OF MEDICAL SCIENCES BIDAR UDGIR ROAD BIDAR, Karnataka, 585401",bidar institute of medical science bidar bidar institute of medical sciences bidar udgir road bidar karnataka,Karnataka,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
155,,"Bidar Institute of Medical Sciences,Udgir Road,Bidar",bidar institute of medical sciences udgir road,Karnataka,,government,KEA,,,60100.0,,1,,auto-generated from allotment data; needs manual review
156,,Bowring lady Curzon Medical College Reserch Institute,bowring lady curzon medical college reserch institute,Unknown,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
157,,"BPS Govt. Med. College, Sonepat",bps government medical college,Unknown,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
158,,"BPS Govt. Med. College, Sonepat,BPS GOVT MEDICAL COLLEGE FOR WOMEN KHANPUR KALAN SONEPAT, Haryana, 131305",bps government medical college sonepat bps government medical college for women khanpur kalan sonepat haryana,Haryana,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
159,,"BPS Govt. Med. College, Sonepat,BPS GOVT MEDICAL COLLEGE FOR WOMEN KHANPUR KALAN SONEPAT, Haryana, 131305 (Female Seat only )",bps government medical college sonepat bps government medical college for women khanpur kalan sonepat haryana female seat only,Haryana,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
160,,"BPS Govt. Med. College, Sonepat,DIRECTOR, BPS GOVT MEDICAL COLLEGE FOR WOMEN KHANPUR KALAN SONEPAT-131305, Haryana, 131305 (Female Seat only )",bps government medical college sonepat director bps government medical college for women khanpur kalan sonepat haryana female seat only,Haryana,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
161,,"BPS Govt. Med. College, Sonepat(Female Seat only )",bps government medical college sonepat female seat only,Unknown,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
162,,"BUNDELKHAND MEDICAL COLLEGE, SAGAR",bundelkhand medical college,Unknown,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
163,,"BUNDELKHAND MEDICAL COLLEGE, SAGAR,Shivaji ward, tili Road, Sagar, Madhya Pradesh, 470001",bundelkhand medical college sagar shivaji ward tili road sagar madhya pradesh,Madhya Pradesh,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
164,,"Burdwan Dental College & Hospital, Burdwan",burdwan dental college and hospital,Unknown,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
165,,"Burdwan Dental College & Hospital, Burdwan,POWER HOUSE PARA, BURDWAN TOWN. PURBA BARDHAMAN. W.B- 713101",burdwan dental college and hospital burdwan power house para burdwan town purba bardhaman w b,Unknown,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
166,,"Burdwan Dental College & Hospital, Burdwan,POWER HOUSE PARA, BURDWAN TOWN. PURBA BARDHAMAN. W.B- 713101, West Bengal, 713101",burdwan dental college and hospital burdwan power house para burdwan town purba bardhaman w b west bengal,West Bengal,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
167,,"BURDWAN MEDICAL COLLEGE,BURDWAN",burdwan medical college,Unknown,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
168,,"BURDWAN MEDICAL COLLEGE,BURDWA N , BURDWAN MEDICAL COLLEGE, BABURBAG, POST- RAJBATI, DIST- PURBA BARDHAMAN, PIN- 713104,WEST BENGAL, West Bengal, 713104",burdwan medical college burdwa n burdwan medical college baburbag post rajbati district purba bardhaman pin west bengal west bengal,West Bengal,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
169,,"BURDWAN MEDICAL COLLEGE,BURDWAN,BURD WAN MEDICAL COLLEGE, BABURBAG, POST- RAJBATI, DIST- PURBA BARDHAMAN, PIN-713104,WEST BENGAL, West Bengal, 713104",burdwan medical college burdwan burd wan medical college baburbag post rajbati district purba bardhaman pin west bengal west bengal,West Bengal,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
170,,"BURDWAN MEDICAL COLLEGE,BURDWAN,BURDWAN MEDICAL COLLEGE, BABURBAG, POST- RAJBATI, DIST- PURBA BARDHAMAN, PIN-713104,WEST BENGAL, West Bengal, 713104",burdwan medical college burdwan burdwan medical college baburbag post rajbati district purba bardhaman pin west bengal west bengal,West Bengal,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
171,,"BV Deemed Uni. Med. College and Hos., Sangli",bv deemed uni medical college and hos,Unknown,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
172,,"BV Deemed Uni. Med. College and Hos., Sangli,Sangli Miraj Road Wanlesswadi Sangli Maharashtra, Maharashtra, 416416",bv deemed uni medical college and hos sangli sangli miraj road wanlesswadi sangli maharashtra maharashtra,Maharashtra,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
173,,"BVDU Dental College and Hospital, Navi Mumbai",bvdu dental college and hospital,Maharashtra,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
174,,"BVDU Dental College and Hospital, Navi Mumbai,Bharati Vidyapeeth Dental College and Hospital, Sec.7, Belapur Navi Mumbai., Maharashtra, 400614",bvdu dental college and hospital navi mumbai bharati vidyapeeth dental college and hospital sec 7 belapur navi mumbai maharashtra,Maharashtra,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
175,,"BVDU Dental College and Hospital, Sangli,Sangli-Miraj Road, Wanlesswadi Sangli., Maharashtra, 416414",bvdu dental college and hospital sangli sangli miraj road wanlesswadi sangli maharashtra,Maharashtra,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
